Haute-Garonne;Toulouse;31079;Lycée général et technologique Stéphane Hessel;Public;5 boulevard EDOUARD BRANLY
Haute-Garonne;Toulouse;31000;Lycée professionnel privé Sainte-Marie Saint-Sernin - Lycée des métiers commerciaux et administratifs;Privé;1  RUE HONNORAT
Haute-Garonne;Toulouse;31024;Lycée général et technologique des Arènes;Public;2  AVENUE DES THERMES
Haute-Garonne;Toulouse;31078;Lycée général et technologique Marcelin Berthelot;Public;159 avenue du Docteur Bernard Foussier
Haute-Garonne;Toulouse;31079;Lycée général et technologique privé Saint-Joseph-La Salle;Privé;QUARTIER DE LA ROBEYERE
Hérault;Castelnau-le-Lez;34172;Lycée polyvalent Georges Pompidou;Public;29 rue DU MARECHAL JOFFRE
Hérault;Lodève;34700;Lycée polyvalent Joseph Vallot;Public;97  RUE ROYALE
Hérault;Lunel;34402;Lycée polyvalent Louis Feuillade;Public;97  RUE ROYALE
Hérault;Montpellier;34060;Lycée polyvalent Jules Guesde;Public;26  RUE MAL DE LATTRE DE TASSIGNY
Hérault;Montpellier;34060;Lycée général et technologique Joffre;Public;AVENUE DE LA TERRASSE
Hérault;La Grande-Motte;34280;Lycée polyvalent privé La Merci Littoral;Privé;70 RUE DE MONTGERON
Lot;Saint-Céré;46400;Lycée général Jean Lurçat;Public;20 AVENUE SAINTE LORETTE
Lozère;Saint-Chely d’Apcher;48200;Lycée polyvalent Théophile Roussel;Public;
